Cell,Site,AltFreq,AltPos,PoiWin,HmmWin,PoiWinPr,HmmWinPr,HmmMidAlph,SwiRate,DivRate,PrStartA,PrA2B,PrB2A,PrSwiMajor,PrDivMajor,PvalSepRank,PvalSepPoi,MinSampSing,PrAlpha0,PrAlpha10,PrAlpha20,PrAlpha30,PrAlpha40,PrAlpha50,PrAlpha60,PrAlpha70,PrAlpha80,PrAlpha90,PrAlpha100,Swi40.60,Swi60.80,Swi80.100,Div40.60,Div60.80,Div80.100,PowSwi,PowAllA,PowAllB,PowAve,ClarityA,ClarityB,MinPow,SepBF,Pval1,Pval2,PrMix,PrAve,PrOut,PrSing,Comments,set
PSIC111510Loc_DoubleSound,1,1100,-24,Average,Divide,0.47,0.76,0.48,0.29,0.71,0.47,0.82,0.81,0.24,0.76,0,0,10,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.07,0.07,0,0,0,0,2,1,0.08,0.96,1,0.88,0.35,0.34,0.1,44.246,0.2057,0.13,0.2,0.47,0,0.34,,JA
YKIC111011_2Loc_DoubleSound,1,1100,24,Average,Divide,0.46,0.67,0.46,0.36,0.64,0.56,0.81,0.83,0.33,0.67,0.02,0.05,3,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.11,0.1,0.1,0,0,0,0,5,0,0.12,1,1,0.79,0.35,0.28,0.1,3.5841,0.5691,0.47,0.24,0.46,0.06,0.24,,JA
PSIC092110Loc_DoubleSound,1,609,6,Average,Divide,0.45,0.7,0.46,0.34,0.66,0.4,0.82,0.81,0.3,0.7,0,0,18,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0,0,0,0,7,0,0.12,1,0.96,0.88,0.36,0.35,0.1,20.4839,0.8019,0.57,0.26,0.45,0.06,0.23,,JA
PSIC111510Loc_DoubleSound,1,903,-24,Average,Divide,0.45,0.83,0.49,0.23,0.77,0.56,0.82,0.8,0.17,0.83,0.04,0.02,5,0.1,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.08,0.07,0.07,0,0,0,0,5,6,0.29,0.08,1,0.88,0.32,0.37,0.1,4.0062,0.4335,0.13,0.29,0.45,0.01,0.25,,JA
YKIC102511Loc_DoubleSound,1,903,24,Average,Divide,0.44,0.7,0.49,0.34,0.66,0.57,0.82,0.81,0.3,0.7,0.01,0,4,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.08,0,0,0,0,2,0,0.12,1,1,0.96,0.34,0.32,0.1,14.2711,0.0329,0.15,0.21,0.44,0.06,0.29,,JA
PSIC100810Loc_DoubleSound,1,903,24,Average,Divide,0.43,0.79,0.46,0.28,0.72,0.48,0.82,0.81,0.21,0.79,0,0.01,8,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.08,0.08,0.08,0,0,0,0,4,1,0.12,1,1,0.96,0.35,0.36,0.1,7.7137,0.0039,0.01,0.24,0.43,0.02,0.31,,JA
YKIC081211Loc_DoubleSound,1,903,6,Average,Divide,0.42,0.83,0.48,0.24,0.76,0.48,0.83,0.81,0.17,0.83,0.01,0,6,0.11,0.11,0.11,0.11,0.11,0.1,0.08,0.08,0.07,0.07,0.07,0,0,0,0,2,2,0.08,1,1,1,0.3,0.4,0.1,15.8933,0.0289,0.19,0.2,0.42,0.01,0.37,,JA
PSIC110110Loc_DoubleSound,1,903,-24,Average,Divide,0.41,0.64,0.46,0.38,0.62,0.52,0.81,0.82,0.36,0.64,0.01,0,4,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0,0,0,1,2,0,0.12,1,1,0.96,0.34,0.35,0.1,10.6287,0.0455,0.53,0.16,0.41,0.15,0.28,,JA
PSIC110310Loc_DoubleSound,1,1100,-6,Average,Divide,0.41,0.91,0.47,0.18,0.82,0.5,0.82,0.81,0.09,0.91,0,0,6,0.11,0.11,0.1,0.11,0.1,0.09,0.09,0.08,0.07,0.07,0.07,0,0,0,0,0,3,0.12,1,1,0.92,0.36,0.37,0.1,22.2856,0.2208,0.24,0.23,0.41,0,0.36,,JA
PSIC110910Loc_DoubleSound,1,609,6,Average,Divide,0.41,0.62,0.47,0.39,0.61,0.43,0.81,0.82,0.38,0.62,0.01,0.02,10,0.08,0.08,0.08,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.09,0,0,0,1,3,0,0.08,1,0.92,0.88,0.32,0.31,0.1,8.9419,0.0275,0.13,0.21,0.41,0.02,0.36,,JA
PSIC091310Loc_DoubleSound,1,1100,-24,Average,Divide,0.4,0.62,0.47,0.4,0.6,0.49,0.81,0.81,0.38,0.62,0,0,16,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.1,0.08,0.08,0.09,0,0,0,2,4,0,0.08,1,0.96,0.96,0.37,0.34,0.1,23.4098,0.0572,0.24,0.36,0.4,0,0.24,,JA
YKIC082411Loc_DoubleSound,1,609,-24,Average,Divide,0.4,0.88,0.53,0.2,0.8,0.47,0.81,0.81,0.12,0.88,0,0,8,0.07,0.08,0.09,0.1,0.11,0.12,0.11,0.09,0.08,0.07,0.06,0,0,0,0,3,10,0.08,1,1,1,0.37,0.39,0.1,2.2896,0.1456,0.32,0.4,0.4,0.03,0.17,,JA
PSIC051111Loc_DoubleSound,1,903,24,Average,Divide,0.39,0.88,0.46,0.19,0.81,0.53,0.81,0.81,0.12,0.88,0,0,13,0.07,0.07,0.07,0.08,0.09,0.1,0.09,0.1,0.1,0.11,0.12,0,0,0,0,0,5,0.12,1,1,0.96,0.41,0.39,0.1,40.5985,0.023,0.07,0.31,0.39,0.05,0.25,,JA
YKIC110211_1Loc_DoubleSound,1,1100,24,Average,Divide,0.38,0.53,0.47,0.48,0.52,0.61,0.83,0.8,0.47,0.53,0,0,6,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.08,1,0,0,0,1,0,0.12,1,1,0.83,0.33,0.32,0.1,25.6606,0.311,0.73,0.26,0.38,0.01,0.35,,JA
YKIC100111_1Loc_DoubleSound,1,1100,24,Average,Divide,0.37,0.79,0.51,0.28,0.72,0.43,0.82,0.82,0.21,0.79,0,0,6,0.08,0.08,0.09,0.1,0.1,0.11,0.1,0.1,0.09,0.08,0.08,0,0,0,0,2,2,0.12,1,1,1,0.39,0.36,0.1,8.3749,0.6457,0.03,0.18,0.37,0.13,0.32,,JA
YKIC111011_2Loc_DoubleSound,1,903,6,Average,Divide,0.37,0.73,0.47,0.32,0.68,0.47,0.82,0.82,0.27,0.73,0.02,0.05,6,0.09,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0,0,0,0,5,0,0.08,1,1,0.83,0.29,0.32,0.1,1.9632,0.2188,0.32,0.24,0.37,0.06,0.33,,JA
PSIC102110Loc_DoubleSound,1,903,-24,Average,Divide,0.36,0.73,0.48,0.31,0.69,0.55,0.81,0.82,0.27,0.73,0,0,11,0.07,0.08,0.08,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,5,0,0.12,1,1,0.83,0.36,0.35,0.1,21.3001,0.1916,0.07,0.16,0.36,0.12,0.35,,JA
YKIC100511_1Loc_DoubleSound,1,500,-24,Average,Divide,0.36,0.76,0.48,0.28,0.72,0.47,0.81,0.82,0.24,0.76,0.01,0.12,5,0.08,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0,0,0,0,12,0,0.08,1,1,0.92,0.31,0.27,0.1,-0.5018,0.8127,0.07,0.31,0.36,0.06,0.27,,JA
YKIC111011Loc_DoubleSound,1,500,-24,Average,Divide,0.36,0.66,0.48,0.36,0.64,0.54,0.81,0.81,0.34,0.66,0.06,0.07,3,0.08,0.09,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0,0,0,1,5,0,0.08,1,1,0.96,0.31,0.29,0.1,-0.3743,0.2183,0.47,0.27,0.36,0.11,0.26,,JA
YKIC101311Loc_DoubleSound,1,609,-24,Average,Divide,0.35,0.7,0.47,0.34,0.66,0.51,0.82,0.81,0.3,0.7,0.06,0.25,10,0.08,0.08,0.09,0.09,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0,0,0,0,16,0,0.08,0.96,0.92,0.92,0.28,0.27,0.1,-2.0023,0.2308,0.61,0.26,0.35,0.05,0.34,,JA
YKIC120111Loc_DoubleSound,1,500,-6,Average,Divide,0.35,0.66,0.47,0.38,0.62,0.59,0.82,0.82,0.34,0.66,0.05,0.01,3,0.08,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0,0,0,0,2,0,0.12,1,1,1,0.32,0.33,0.1,1.5689,0.3087,0.13,0.24,0.35,0.08,0.33,,JA
YKIC100111Loc_DoubleSound,1,609,-24,Average,Divide,0.34,0.63,0.46,0.4,0.6,0.42,0.81,0.81,0.37,0.63,0.05,0.02,3,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,0,2,0,0.08,1,1,0.96,0.31,0.3,0.1,5.4567,0.2228,0.14,0.25,0.34,0.15,0.26,,JA
YKIC101311Loc_DoubleSound,1,500,6,Average,Divide,0.34,0.64,0.45,0.39,0.61,0.31,0.82,0.79,0.36,0.64,0.03,0.2,6,0.11,0.11,0.11,0.09,0.1,0.09,0.08,0.09,0.08,0.07,0.07,0,0,0,2,15,0,0.12,1,0.83,0.92,0.25,0.35,0.1,-1.2679,0.0537,0.65,0.24,0.34,0.11,0.31,,JA
PSIC092910Loc_DoubleSound,1,609,-24,Average,Divide,0.33,0.56,0.47,0.46,0.54,0.65,0.82,0.81,0.44,0.56,0.01,0.15,14,0.08,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0,0,0,6,0,0,0.08,1,0.88,0.54,0.29,0.29,0.1,2.2064,0.3398,0.31,0.25,0.33,0.1,0.32,,JA
PSIC100810Loc_DoubleSound,1,500,-6,Average,Divide,0.33,0.65,0.44,0.39,0.61,0.49,0.82,0.81,0.35,0.65,0.06,0.09,5,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0,0,0,0,5,0,0.08,1,0.96,0.83,0.27,0.29,0.1,0.1285,0.0629,0.04,0.27,0.33,0.11,0.28,,JA
PSIC091710Loc_DoubleSound,1,609,-24,Average,Divide,0.32,0.51,0.46,0.5,0.5,0.53,0.81,0.81,0.49,0.51,0.02,0.17,23,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0,0,0,5,0,0,0.12,0.83,0.96,0.79,0.28,0.28,0.1,-0.2201,0.1631,0.23,0.29,0.32,0.09,0.31,,JA
PSIC092810Loc_DoubleSound,1,609,24,Average,Divide,0.32,0.54,0.47,0.46,0.54,0.51,0.82,0.82,0.46,0.54,0.02,0.02,4,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0,0,0,2,0,0,0.12,1,0.88,0.75,0.28,0.29,0.1,2.9674,0.2973,0.08,0.25,0.32,0.16,0.26,,JA
YKIC110411_3Loc_DoubleSound,1,1100,6,Average,Divide,0.32,0.82,0.47,0.26,0.74,0.48,0.81,0.82,0.18,0.82,0.06,0.01,2,0.08,0.08,0.08,0.09,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0,0,0,0,4,1,0.08,1,0.5,1,0.34,0.28,0.1,-1.4113,0.2229,0.42,0.28,0.32,0.07,0.32,,JA
PSIC090710Loc_DoubleSound,1,609,24,Average,Divide,0.31,0.56,0.46,0.45,0.55,0.51,0.82,0.82,0.44,0.56,0.01,0.12,6,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,3,0,0,0.12,0.88,0.96,0.79,0.27,0.27,0.1,-0.0762,0.0511,0,0.28,0.31,0.12,0.29,,JA
PSIC092410Loc_DoubleSound,1,500,6,Average,Divide,0.31,0.61,0.45,0.42,0.58,0.5,0.82,0.81,0.39,0.61,0,0.07,7,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0,0,0,2,2,0,0.12,1,0.88,0.79,0.28,0.28,0.1,-0.5516,0.5056,0.08,0.3,0.31,0.09,0.3,,JA
PSIC102210Loc_DoubleSound,1,1100,6,Average,Divide,0.31,0.65,0.46,0.39,0.61,0.49,0.82,0.82,0.35,0.65,0.07,0.16,5,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0,0,0,0,5,0,0.08,0.92,1,0.83,0.28,0.27,0.1,-1.0467,0.6314,0.43,0.3,0.31,0.09,0.3,,JA
YKIC090111_1Loc_DoubleSound,1,1100,24,Average,Divide,0.31,0.66,0.48,0.37,0.63,0.55,0.81,0.82,0.34,0.66,0.01,0.04,7,0.08,0.09,0.09,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0,0,0,0,6,0,0.08,1,0.96,0.96,0.29,0.3,0.1,-1.6357,0.0136,0.34,0.29,0.31,0.11,0.29,,JA
YKIC102711Loc_DoubleSound,1,903,6,Average,Divide,0.31,0.58,0.46,0.43,0.57,0.58,0.81,0.82,0.42,0.58,0,0.04,10,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0,0,0,3,2,0,0.12,1,1,0.83,0.32,0.31,0.1,-2.3428,0.3009,0.07,0.3,0.31,0.1,0.3,,JA
YKIC111111_2Loc_DoubleSound,1,903,-24,Average,Divide,0.31,0.69,0.47,0.35,0.65,0.52,0.8,0.82,0.31,0.69,0.01,0.1,4,0.08,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0,0,0,1,5,0,0.12,0.79,1,0.83,0.28,0.32,0.1,-0.6692,0.3073,0.17,0.31,0.31,0.08,0.3,,JA
PSIC032411Loc_DoubleSound,1,609,-6,Average,Divide,0.3,0.69,0.46,0.35,0.65,0.47,0.82,0.81,0.31,0.69,0.03,0,3,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0,0,0,0,2,0,0.08,1,0.92,0.96,0.31,0.3,0.1,5.4844,0.4779,0.43,0.22,0.3,0.2,0.29,,JA
PSIC092710Loc_DoubleSound,1,903,24,Average,Divide,0.3,0.5,0.45,0.5,0.5,0.51,0.82,0.82,0.5,0.5,0.1,0.28,9,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,5,0,0,0.12,0.79,0.75,0.71,0.28,0.27,0.1,-1.4588,0.7893,0.14,0.29,0.3,0.11,0.3,,JA
PSIC100710Loc_DoubleSound,1,500,-6,Average,Divide,0.3,0.57,0.46,0.45,0.55,0.54,0.81,0.82,0.43,0.57,0.02,0.13,7,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0,0,0,4,0,0,0.08,1,1,0.58,0.28,0.27,0.1,-1.2002,0.5681,0.12,0.29,0.3,0.13,0.28,,JA
PSIC100810Loc_DoubleSound,1,500,-24,Average,Divide,0.3,0.61,0.45,0.41,0.59,0.53,0.81,0.82,0.39,0.61,0.01,0.07,11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0,0,0,1,3,0,0.12,0.96,0.96,0.79,0.27,0.28,0.1,-1.3504,0.7523,0.65,0.29,0.3,0.11,0.29,,JA
PSIC110910Loc_DoubleSound,1,1100,24,Average,Divide,0.3,0.81,0.44,0.26,0.74,0.56,0.81,0.83,0.19,0.81,0.02,0.01,5,0.08,0.08,0.09,0.08,0.08,0.09,0.09,0.1,0.1,0.1,0.1,0,0,0,0,3,1,0.08,1,1,0.92,0.36,0.34,0.1,10.4939,0.066,0.44,0.28,0.3,0.12,0.3,,JA
YKIC111011_3Loc_DoubleSound,1,500,24,Average,Divide,0.3,0.59,0.46,0.44,0.56,0.5,0.8,0.82,0.41,0.59,0.02,0.03,3,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.11,0,0,0,4,1,0,0.12,1,1,0.88,0.34,0.31,0.1,-1.1294,0.3606,0.11,0.28,0.3,0.13,0.29,,JA
PSIC100610Loc_DoubleSound,1,609,-6,Average,Divide,0.29,0.58,0.45,0.43,0.57,0.48,0.82,0.81,0.42,0.58,0.18,0.21,4,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,3,0,0,0.12,0.88,1,0.67,0.27,0.29,0.1,-1.6841,0.2989,0.53,0.29,0.29,0.12,0.29,,JA
PSIC101910Loc_DoubleSound,1,903,6,Average,Divide,0.29,0.55,0.45,0.45,0.55,0.53,0.82,0.81,0.45,0.55,0.07,0.12,4,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0,0,0,2,0,0,0.08,1,1,1,0.27,0.28,0.1,0.092,0.3024,0.22,0.26,0.29,0.17,0.28,,JA
PSIC093010Loc_DoubleSound,1,609,-6,Average,Divide,0.28,0.52,0.46,0.48,0.52,0.49,0.82,0.82,0.48,0.52,0.04,0.24,8,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,2,0,0,0.08,0.79,0.75,0.79,0.27,0.27,0.1,-1.5947,0.0622,0.86,0.28,0.28,0.15,0.28,,JA
YKIC120111_1Loc_DoubleSound,1,1100,-24,Average,Divide,0.26,0.82,0.42,0.24,0.76,0.5,0.82,0.81,0.18,0.82,0.05,0.07,2,0.12,0.12,0.1,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0,0,0,0,0,2,0.08,1,1,0.88,0.3,0.3,0.1,-1.4335,0.4238,0.32,0.26,0.26,0.22,0.26,,JA
PSIC110210Loc_DoubleSound,1,609,6,Mixture,Divide,1,0.96,0.4,0.13,0.87,0.49,0.82,0.81,0.04,0.96,0.01,0,8,0.12,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.12,0,0,0,0,0,6,0.12,1,1,0.79,0.36,0.36,0.1,14.6896,0.1869,0.16,1,0,0,0,,JA
PSIC110310Loc_DoubleSound,1,903,-24,Mixture,Divide,1,1,0.4,0.07,0.93,0.51,0.82,0.81,0,1,0,0,12,0.13,0.13,0.11,0.1,0.09,0.07,0.07,0.07,0.07,0.08,0.09,0,0,0,0,0,9,0.08,1,1,1,0.47,0.44,0.1,48.1321,0.0127,0.43,1,0,0,0,,JA
YKIC081211Loc_DoubleSound,1,609,6,Mixture,Divide,1,0.99,0.38,0.1,0.9,0.52,0.82,0.81,0.01,0.99,0.01,0,6,0.16,0.12,0.09,0.09,0.08,0.07,0.07,0.07,0.06,0.06,0.13,0,0,0,0,0,5,0.08,1,1,1,0.32,0.44,0.1,14.1484,0.0255,0.19,1,0,0,0,,JA
YKIC110211Loc_DoubleSound,1,903,24,Mixture,Divide,0.99,1,0.34,0.06,0.94,0.51,0.82,0.82,0,1,0,0,6,0.22,0.15,0.1,0.08,0.07,0.06,0.06,0.07,0.07,0.06,0.06,0,0,0,0,0,8,0.08,1,1,1,0.37,0.38,0.1,37.0452,0.0338,0.05,0.99,0,0,0.01,,JA
YKIC110311Loc_DoubleSound,1,903,-6,Mixture,Divide,0.99,1,0.46,0.05,0.95,0.5,0.82,0.82,0,1,0,0,14,0.05,0.06,0.07,0.08,0.1,0.09,0.09,0.1,0.09,0.11,0.16,0,0,0,0,0,13,0.08,1,1,1,0.49,0.49,0.1,62.3524,0.1795,0.05,0.99,0.01,0,0,,JA
PSIC032411Loc_DoubleSound,1,903,-24,Mixture,Divide,0.98,0.9,0.41,0.18,0.82,0.49,0.82,0.82,0.1,0.9,0.13,0,5,0.12,0.1,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.1,0.1,0,0,0,0,0,2,0.08,1,1,1,0.31,0.35,0.1,-2.4101,0.0742,0.03,0.98,0,0,0.02,,JA
PSIC091610Loc_DoubleSound,1,903,-24,Mixture,Divide,0.98,0.94,0.43,0.15,0.85,0.52,0.82,0.82,0.06,0.94,0,0,14,0.09,0.09,0.09,0.08,0.08,0.08,0.09,0.1,0.1,0.11,0.1,0,0,0,0,0,11,0.08,1,1,1,0.4,0.4,0.1,16.1885,0.1041,0.31,0.98,0.01,0,0.01,,JA
PSIC032411Loc_DoubleSound,1,903,6,Mixture,Divide,0.97,0.84,0.42,0.23,0.77,0.49,0.81,0.82,0.16,0.84,0.02,0.01,2,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.09,0.13,0,0,0,0,2,2,0.12,1,1,0.96,0.33,0.28,0.1,-3.4152,0.0725,0.38,0.97,0.01,0,0.02,,JA
YKIC100111_1Loc_DoubleSound,1,1100,-24,Mixture,Divide,0.96,1,0.44,0.07,0.93,0.5,0.82,0.82,0,1,0,0,6,0.05,0.06,0.07,0.07,0.08,0.08,0.09,0.12,0.14,0.14,0.11,0,0,0,0,0,9,0.08,1,1,1,0.51,0.5,0.1,51.2129,0.2377,0.22,0.96,0.04,0,0,,JA
PSIC111610Loc_DoubleSound,1,1100,-24,Mixture,Divide,0.95,0.96,0.44,0.13,0.87,0.51,0.82,0.81,0.04,0.96,0,0,8,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.08,0.09,0.08,0.09,0,0,0,0,0,5,0.12,1,1,0.92,0.4,0.41,0.1,37.6358,0.1651,0.56,0.95,0.04,0,0.01,,JA
YKIC110311Loc_DoubleSound,1,903,6,Mixture,Divide,0.95,0.98,0.4,0.11,0.89,0.51,0.81,0.83,0.02,0.98,0,0,11,0.06,0.07,0.07,0.07,0.07,0.08,0.09,0.09,0.09,0.12,0.19,0,0,0,0,2,14,0.12,1,1,1,0.43,0.5,0.1,14.4854,0.2341,0.19,0.95,0.01,0,0.04,,JA
YKIC100111_1Loc_DoubleSound,1,500,24,Mixture,Divide,0.94,0.95,0.43,0.14,0.86,0.62,0.81,0.81,0.05,0.95,0.02,0.02,6,0.12,0.1,0.08,0.07,0.08,0.08,0.1,0.1,0.09,0.09,0.09,0,0,0,0,1,13,0.12,1,1,0.92,0.35,0.33,0.1,-0.9129,0.2177,0.03,0.94,0.01,0,0.05,,JA
YKIC110411Loc_DoubleSound,1,903,-24,Mixture,Divide,0.94,1,0.3,0.07,0.93,0.49,0.82,0.82,0,1,0.01,0,17,0.05,0.05,0.06,0.05,0.06,0.06,0.06,0.07,0.1,0.15,0.3,0,0,0,0,0,14,0.08,1,1,1,0.54,0.49,0.1,18.8875,1.00E-04,0.01,0.94,0.01,0,0.05,,JA
PSIC092310Loc_DoubleSound,1,903,24,Mixture,Divide,0.92,0.85,0.45,0.24,0.76,0.48,0.81,0.82,0.15,0.85,0.07,0.02,2,0.1,0.1,0.09,0.09,0.08,0.09,0.09,0.1,0.1,0.09,0.08,0,0,0,0,1,2,0.12,1,1,1,0.3,0.34,0.1,3.8515,0,0.44,0.92,0.03,0,0.04,,JA
PSIC110310Loc_DoubleSound,1,1100,-24,Mixture,Divide,0.91,0.98,0.45,0.11,0.89,0.53,0.81,0.81,0.02,0.98,0,0,12,0.12,0.11,0.1,0.1,0.1,0.09,0.08,0.08,0.07,0.07,0.07,0,0,0,0,0,6,0.12,1,1,1,0.47,0.42,0.1,87.6444,0.2862,0.42,0.91,0.07,0,0.02,,JA
PSIC111610Loc_DoubleSound,1,609,6,Mixture,Divide,0.91,0.84,0.45,0.24,0.76,0.48,0.82,0.83,0.16,0.84,0,0,8,0.08,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.11,0,0,0,0,2,2,0.08,1,1,0.96,0.34,0.37,0.1,19.7688,0.1541,0.07,0.91,0.04,0,0.05,,JA
YKIC090911_1Loc_DoubleSound,1,500,6,Mixture,Divide,0.91,0.95,0.45,0.13,0.87,0.52,0.82,0.81,0.05,0.95,0.03,0.05,3,0.13,0.13,0.12,0.11,0.1,0.08,0.08,0.08,0.07,0.06,0.06,0,0,0,0,0,8,0.12,1,1,0.96,0.32,0.33,0.1,1.134,0.1396,0.43,0.91,0.04,0,0.05,,JA
YKIC110411_1Loc_DoubleSound,1,1100,-6,Mixture,Divide,0.89,0.98,0.42,0.1,0.9,0.49,0.81,0.82,0.02,0.98,0,0,21,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.11,0.12,0.13,0,0,0,0,0,12,0.12,1,1,0.92,0.47,0.48,0.1,62.5519,0.3614,0.01,0.89,0.09,0,0.02,,JA
YKIC102711_1Loc_DoubleSound,1,609,6,Mixture,Divide,0.86,0.76,0.45,0.28,0.72,0.48,0.8,0.82,0.24,0.76,0.01,0.01,8,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.11,0,0,0,0,10,1,0.12,1,1,0.83,0.34,0.39,0.1,-0.1062,0.0656,0.21,0.86,0.05,0,0.08,,JA
YKIC120111_1Loc_DoubleSound,1,1100,6,Mixture,Divide,0.85,0.93,0.44,0.15,0.85,0.51,0.81,0.81,0.07,0.93,0,0,5,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.08,0.07,0.08,0.09,0,0,0,0,0,6,0.12,1,1,0.88,0.32,0.36,0.1,7.4436,0.4375,0.44,0.85,0.09,0.01,0.05,,JA
PSIC051111Loc_DoubleSound,1,609,6,Mixture,Divide,0.84,0.92,0.43,0.17,0.83,0.5,0.82,0.81,0.08,0.92,0,0,14,0.12,0.11,0.1,0.09,0.08,0.08,0.09,0.09,0.09,0.08,0.08,0,0,0,0,0,4,0.08,1,1,0.92,0.38,0.38,0.1,66.763,0.3165,0,0.84,0.09,0.01,0.06,,JA
PSIC091710Loc_DoubleSound,1,1100,-6,Mixture,Divide,0.81,0.76,0.47,0.32,0.68,0.49,0.81,0.83,0.24,0.76,0.01,0.05,10,0.09,0.09,0.08,0.09,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0,0,0,1,5,1,0.08,1,1,0.75,0.35,0.34,0.1,13.0869,0.4388,0.24,0.81,0.14,0,0.04,,JA
PSIC092910Loc_DoubleSound,1,1100,-6,Mixture,Divide,0.81,0.92,0.48,0.17,0.83,0.52,0.81,0.82,0.08,0.92,0,0,5,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0,0,0,0,0,5,0.12,1,1,0.96,0.38,0.4,0.1,18.898,0.4277,0.52,0.81,0.15,0.01,0.03,,JA
PSIC091310Loc_DoubleSound,1,609,6,Mixture,Divide,0.7,0.86,0.42,0.21,0.79,0.46,0.81,0.81,0.14,0.86,0,0,14,0.1,0.1,0.1,0.09,0.09,0.08,0.08,0.08,0.09,0.09,0.09,0,0,0,0,0,5,0.08,1,1,0.88,0.34,0.34,0.1,17.2424,0.0314,0.44,0.7,0.15,0.03,0.12,,JA
YKIC110311Loc_DoubleSound,1,500,-6,Mixture,Divide,0.7,0.75,0.44,0.31,0.69,0.4,0.82,0.82,0.25,0.75,0,0,16,0.13,0.11,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.08,0.07,0,0,0,2,2,1,0.08,1,1,0.83,0.36,0.36,0.1,18.3265,0.0278,0.04,0.7,0.05,0,0.24,,JA
YKIC110211Loc_DoubleSound,1,500,24,Mixture,Divide,0.68,0.76,0.45,0.28,0.72,0.54,0.82,0.82,0.24,0.76,0.03,0.01,6,0.09,0.09,0.1,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0,0,0,0,1,2,0.12,0.96,1,0.96,0.36,0.3,0.1,14.3955,0.0983,0.05,0.68,0.12,0,0.2,,JA
