Cell,Site,AltFreq,AltPos,PoiWin,HmmWin,PoiWinPr,HmmWinPr,HmmMidAlph,SwiRate,DivRate,PrStartA,PrA2B,PrB2A,PrSwiMajor,PrDivMajor,PvalSepRank,PvalSepPoi,MinSampSing,PrAlpha0,PrAlpha10,PrAlpha20,PrAlpha30,PrAlpha40,PrAlpha50,PrAlpha60,PrAlpha70,PrAlpha80,PrAlpha90,PrAlpha100,Swi40.60,Swi60.80,Swi80.100,Div40.60,Div60.80,Div80.100,PowSwi,PowAllA,PowAllB,PowAve,ClarityA,ClarityB,MinPow,SepBF,Pval1,Pval2,PrMix,PrAve,PrOut,PrSing,Comments,set
PSIC092010Loc_DoubleSound,1,609,24,Single,Divide,0.31,0.51,0.45,0.49,0.51,0.52,0.82,0.81,0.49,0.51,0.01,0.01,8,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,2,0,0,2,0,0,0.21,0.92,1,0.79,0.3,0.3,0.2,-1.2151,0.5565,0.34,0.22,0.23,0.24,0.31,,JA
YKIC111011_3Loc_DoubleSound,1,500,-24,Single,Divide,0.31,0.51,0.46,0.48,0.52,0.41,0.82,0.82,0.49,0.51,0.06,0.15,8,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.08,0.09,0.09,0.08,1,0,0,4,0,0,0.21,0.92,0.92,0.62,0.29,0.29,0.2,-0.9117,0.4776,0.6,0.28,0.26,0.15,0.31,,JA
YKIC111011_3Loc_DoubleSound,1,903,24,Single,Divide,0.31,0.58,0.45,0.44,0.56,0.49,0.81,0.82,0.42,0.58,0.03,0.03,3,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0,0,0,6,0,0,0.21,0.79,1,0.83,0.31,0.31,0.2,-1.0923,0.1271,0.12,0.28,0.29,0.12,0.31,,JA
YKIC120111_1Loc_DoubleSound,1,903,6,Single,Divide,0.31,0.61,0.45,0.42,0.58,0.48,0.81,0.82,0.39,0.61,0.04,0.15,6,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,0,2,0,0.17,0.92,1,0.92,0.28,0.28,0.2,-0.2619,0.7261,0.43,0.31,0.27,0.11,0.31,,JA
PSIC091710Loc_DoubleSound,1,500,24,Single,Divide,0.3,0.73,0.46,0.32,0.68,0.55,0.81,0.83,0.27,0.73,0,0.02,9,0.07,0.08,0.08,0.08,0.09,0.09,0.1,0.1,0.11,0.11,0.11,0,0,0,1,6,0,0.46,1,0.17,0.75,0.3,0.31,0.2,-1.3842,0.5831,0.33,0.27,0.3,0.13,0.3,,JA
PSIC092010Loc_DoubleSound,1,500,24,Single,Divide,0.3,0.62,0.44,0.41,0.59,0.55,0.81,0.82,0.38,0.62,0.02,0.08,8,0.09,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0,0,0,0,2,0,0.21,0.83,0.88,0.75,0.28,0.29,0.2,-0.5504,0.5053,0.34,0.27,0.28,0.15,0.3,,JA
YKIC111011Loc_DoubleSound,1,609,24,Single,Divide,0.3,0.57,0.45,0.45,0.55,0.43,0.82,0.81,0.43,0.57,0.06,0.11,6,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,1,2,0,0.17,0.58,0.96,0.58,0.29,0.29,0.2,-2.0066,0.0294,0.06,0.25,0.26,0.2,0.3,,JA
PSIC093010Loc_DoubleSound,1,500,24,Single,Divide,0.29,0.58,0.46,0.44,0.56,0.48,0.81,0.82,0.42,0.58,0,0.02,6,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0,0,0,1,1,0,0.17,0.92,0.92,0.71,0.29,0.29,0.2,-0.7231,0.069,0.22,0.27,0.28,0.16,0.29,,JA
PSIC100610Loc_DoubleSound,1,609,-24,Single,Divide,0.29,0.53,0.45,0.49,0.51,0.52,0.83,0.81,0.47,0.53,0,0.02,12,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0,0,0,3,0,0,0.21,1,0.67,0.62,0.28,0.28,0.2,-1.3033,0.1417,0.23,0.27,0.27,0.17,0.29,,JA
PSIC092010Loc_DoubleSound,1,903,24,Single,Divide,0.28,0.51,0.46,0.48,0.52,0.5,0.81,0.82,0.49,0.51,0.01,0.07,8,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,2,0,0,0.21,0.96,0.96,0.67,0.29,0.28,0.2,0.2546,0.14,0.33,0.26,0.28,0.19,0.28,,JA
PSIC101510Loc_DoubleSound,1,500,24,Single,Divide,0.28,0.5,0.45,0.51,0.49,0.5,0.82,0.81,0.5,0.5,0.03,0.04,7,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,1,0,0,1,0,0,0.21,0.79,0.88,0.88,0.27,0.28,0.2,-1.4456,0.5096,0.57,0.28,0.28,0.16,0.28,,JA
YKIC111011Loc_DoubleSound,1,500,24,Single,Divide,0.28,0.61,0.47,0.41,0.59,0.5,0.82,0.82,0.39,0.61,0,0.01,7,0.09,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0,0,0,0,2,0,0.17,0.96,0.92,0.79,0.31,0.31,0.2,-1.7173,0.3261,0.06,0.27,0.28,0.17,0.28,,JA
PSIC091710Loc_DoubleSound,1,500,-24,Single,Divide,0.26,0.5,0.45,0.5,0.5,0.47,0.82,0.8,0.5,0.5,0,0.12,22,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,2,0,0,2,0,0,0.21,0.62,0.92,0.58,0.27,0.27,0.2,-2.0733,0.3244,0.23,0.25,0.24,0.25,0.26,,JA
PSIC111910Loc_DoubleSound,1,1100,-24,Average,Switch,0.73,0.7,0.46,0.66,0.34,0.63,0.77,0.84,0.7,0.3,0,0,11,0.09,0.08,0.09,0.08,0.09,0.09,0.1,0.1,0.1,0.1,0.09,1,1,1,0,0,0,0.17,1,1,0.96,0.39,0.36,0.2,72.3253,0.6662,0.06,0.08,0.73,0.05,0.14,,JA
PSIC101310Loc_DoubleSound,1,1100,6,Average,Switch,0.37,0.51,0.46,0.5,0.5,0.48,0.81,0.81,0.51,0.49,0.01,0.02,7,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,2,0,0,2,0,0,0.17,0.62,1,0.79,0.29,0.29,0.2,2.8662,0.3306,0.07,0.27,0.37,0.08,0.28,,JA
PSIC102210Loc_DoubleSound,1,609,-6,Average,Switch,0.34,0.52,0.45,0.51,0.49,0.49,0.82,0.82,0.52,0.48,0.01,0.11,10,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.1,1,0,0,2,0,0,0.21,0.88,1,0.96,0.28,0.29,0.2,2.5448,0.2398,0.2,0.26,0.34,0.13,0.27,,JA
PSIC091310Loc_DoubleSound,1,1100,-6,Average,Switch,0.32,0.52,0.45,0.52,0.48,0.47,0.82,0.82,0.52,0.48,0,0,13,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,2,0,0,0,0,0,0.17,1,0.92,0.67,0.29,0.3,0.2,9.2555,0.2842,0.8,0.26,0.32,0.13,0.29,,JA
PSIC090710Loc_DoubleSound,1,903,6,Average,Switch,0.29,0.55,0.45,0.54,0.46,0.49,0.81,0.82,0.55,0.45,0,0.06,12,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.1,0.09,0.09,0.1,3,0,0,0,0,0,0.17,1,0.96,0.83,0.3,0.3,0.2,-1.8571,0.1007,0.87,0.29,0.29,0.13,0.29,,JA
PSIC092710Loc_DoubleSound,1,1100,6,Average,Switch,0.28,0.51,0.45,0.5,0.5,0.44,0.81,0.82,0.51,0.49,0,0.06,25,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,3,0,0,0,0,0,0.17,0.75,0.75,0.71,0.28,0.28,0.2,-2.2189,0.3695,0.37,0.28,0.28,0.16,0.28,,JA
YKIC082511Loc_DoubleSound,1,609,-6,Mixture,Switch,0.54,0.52,0.47,0.52,0.48,0.42,0.76,0.77,0.52,0.48,0,0,6,0.09,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.09,2,0,1,2,2,0,0.21,1,1,1,0.42,0.43,0.2,-0.0052,0.2183,0.72,0.54,0.22,0.03,0.22,,JA
YKIC110411_2Loc_DoubleSound,1,609,-6,Mixture,Switch,0.47,0.69,0.46,0.63,0.37,0.76,0.82,0.81,0.69,0.31,0.04,0.01,3,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0,2,0,0,0,0,0.17,1,0.71,0.75,0.3,0.27,0.2,0.3075,0.0488,0.46,0.47,0.19,0.05,0.28,,JA
YKIC111011_1Loc_DoubleSound,1,1100,6,Mixture,Switch,0.46,0.58,0.45,0.56,0.44,0.5,0.81,0.83,0.58,0.42,0.03,0.08,5,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,7,0,0,0,0,0,0.17,1,0.33,0.92,0.27,0.28,0.2,-1.4355,0.4457,0.53,0.46,0.22,0.09,0.23,,JA
YKIC102811Loc_DoubleSound,1,609,6,Mixture,Switch,0.43,0.66,0.49,0.63,0.37,0.44,0.83,0.77,0.66,0.34,0.01,0.03,10,0.09,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.08,0.08,0.08,4,7,0,0,0,0,0.17,1,1,0.92,0.36,0.38,0.2,-1.6328,0.4343,0.42,0.43,0.26,0.02,0.29,,JA
YKIC102511Loc_DoubleSound,1,609,-6,Mixture,Switch,0.41,0.54,0.46,0.53,0.47,0.52,0.82,0.81,0.54,0.46,0.04,0.01,2,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,1,0,0,1,0,0,0.21,1,0.96,0.88,0.3,0.34,0.2,8.6062,0.4281,0.33,0.41,0.29,0.06,0.24,,JA
PSIC091410Loc_DoubleSound,1,1100,6,Mixture,Switch,0.39,0.52,0.45,0.52,0.48,0.48,0.81,0.83,0.52,0.48,0,0.03,25,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,4,0,0,2,0,0,0.21,1,0.92,0.5,0.32,0.31,0.2,9.4633,0.3998,0.32,0.39,0.29,0.06,0.26,,JA
PSIC090910Loc_DoubleSound,1,1100,6,Mixture,Switch,0.36,0.52,0.45,0.5,0.5,0.53,0.82,0.81,0.52,0.48,0.03,0.2,13,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,4,0,0,3,0,0,0.17,0.79,1,0.79,0.28,0.3,0.2,2.3464,0.1387,0.35,0.36,0.34,0.06,0.24,,JA
YKIC082611_1Loc_DoubleSound,1,500,-24,Mixture,Switch,0.33,0.55,0.46,0.54,0.46,0.38,0.81,0.82,0.55,0.45,0,0,12,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,4,1,0,2,0,0,0.17,1,1,0.88,0.4,0.38,0.2,-1.8196,0.1979,0.43,0.33,0.29,0.1,0.29,,JA
PSIC101410Loc_DoubleSound,1,500,-24,Mixture,Switch,0.31,0.52,0.47,0.52,0.48,0.53,0.82,0.82,0.52,0.48,0.1,0.3,14,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,5,0,0,0,0,0,0.21,0.92,0.79,0.62,0.27,0.28,0.2,-2.1134,0.3068,0.07,0.31,0.31,0.09,0.3,,JA
YKIC082511Loc_DoubleSound,1,1100,6,Outside,Switch,0.97,0.97,0.45,0.89,0.11,0.41,0.86,0.9,0.97,0.03,0,0,6,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0,0,4,0,0,0,0.21,1,1,0.96,0.42,0.39,0.2,3.2735,0.1944,0.22,0.01,0,0.97,0.02,,JA
PSIC102110Loc_DoubleSound,1,609,-6,Outside,Switch,0.36,0.56,0.47,0.54,0.46,0.4,0.81,0.82,0.56,0.44,0.03,0.08,6,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.1,2,1,0,0,0,0,0.17,1,1,0.92,0.29,0.31,0.2,0.6244,0.73,0.15,0.19,0.15,0.36,0.31,,JA
YKIC082611_1Loc_DoubleSound,1,500,6,Outside,Switch,0.36,0.6,0.47,0.58,0.42,0.48,0.82,0.81,0.6,0.4,0,0,8,0.09,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0.08,3,1,0,0,0,0,0.21,1,0.96,0.92,0.33,0.34,0.2,-1.7527,0.1627,0.34,0.19,0.19,0.36,0.25,,JA
PSIC092410Loc_DoubleSound,1,1100,6,Single,Switch,0.54,0.59,0.46,0.57,0.43,0.3,0.79,0.84,0.59,0.41,0.01,0.03,13,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,2,3,0,0,0,0,0.21,0.92,0.96,0.75,0.32,0.31,0.2,-1.6956,0.0544,0.08,0.29,0.16,0.01,0.54,,JA
PSIC110910Loc_DoubleSound,1,903,-6,Single,Switch,0.46,0.65,0.47,0.61,0.39,0.53,0.83,0.8,0.65,0.35,0,0.03,7,0.1,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.08,0.08,1,3,0,0,0,0,0.21,1,1,0.75,0.31,0.32,0.2,4.9979,0.5209,0.42,0.25,0.28,0.01,0.46,,JA
YKIC111011Loc_DoubleSound,1,1100,6,Single,Switch,0.44,0.78,0.48,0.71,0.29,0.76,0.8,0.84,0.78,0.22,0.02,0.01,5,0.08,0.08,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0,5,2,0,0,0,0.21,1,1,0.92,0.32,0.37,0.2,-1.2925,0.4296,0.07,0.34,0.21,0.01,0.44,,JA
PSIC092110Loc_DoubleSound,1,609,-24,Single,Switch,0.43,0.55,0.47,0.54,0.46,0.63,0.8,0.82,0.55,0.45,0,0.08,20,0.08,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,12,0,0,0,0,0,0.17,0.88,0.96,0.71,0.29,0.29,0.2,0.4251,0.4313,0.8,0.16,0.28,0.13,0.43,,JA
PSIC111510Loc_DoubleSound,1,500,24,Single,Switch,0.43,0.52,0.46,0.51,0.49,0.39,0.83,0.81,0.52,0.48,0.02,0.05,6,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,3,0,0,1,0,0,0.17,1,1,0.96,0.31,0.31,0.2,0.3587,0.1947,0.06,0.25,0.29,0.03,0.43,,JA
YKIC102811Loc_DoubleSound,1,1100,-6,Single,Switch,0.41,0.79,0.46,0.72,0.28,0.83,0.85,0.83,0.79,0.21,0,0,16,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0,8,2,0,0,0,0.21,1,1,0.96,0.42,0.43,0.2,1.1589,0.2337,0.74,0.24,0.22,0.13,0.41,,JA
YKIC113011Loc_DoubleSound,1,609,6,Single,Switch,0.41,0.62,0.45,0.59,0.41,0.32,0.82,0.83,0.62,0.38,0.06,0.08,5,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,2,2,0,0,0,0,0.21,0.96,0.79,0.83,0.3,0.29,0.2,-2.2088,0.0519,0.17,0.28,0.26,0.05,0.41,,JA
PSIC090710Loc_DoubleSound,1,609,-24,Single,Switch,0.36,0.52,0.47,0.52,0.48,0.62,0.81,0.82,0.52,0.48,0.01,0.09,12,0.08,0.09,0.08,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.1,3,0,0,2,0,0,0.17,0.79,0.96,0.62,0.28,0.29,0.2,0.6105,0.8665,0.42,0.18,0.16,0.3,0.36,,JA
PSIC111010Loc_DoubleSound,1,903,-6,Single,Switch,0.36,0.53,0.46,0.51,0.49,0.47,0.83,0.8,0.53,0.47,0,0,5,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,1,0,0,1,0,0,0.17,1,1,0.96,0.31,0.32,0.2,11.8309,0.4314,0.04,0.27,0.32,0.06,0.36,,JA
YKIC092311Loc_DoubleSound,1,500,-6,Single,Switch,0.36,0.6,0.46,0.58,0.42,0.39,0.83,0.81,0.6,0.4,0.03,0.06,5,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,2,1,0,0,0,0,0.17,0.62,1,0.79,0.29,0.3,0.2,0.8619,0.5152,0.07,0.26,0.31,0.07,0.36,,JA
PSIC110210Loc_DoubleSound,1,609,-24,Single,Switch,0.34,0.52,0.45,0.52,0.48,0.49,0.81,0.82,0.52,0.48,0.04,0.18,9,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,2,0,0,1,0,0,0.21,1,0.5,0.71,0.3,0.28,0.2,-1.4054,0.0253,0.08,0.27,0.29,0.1,0.34,,JA
YKIC113011_1Loc_DoubleSound,1,903,6,Single,Switch,0.33,0.53,0.45,0.52,0.48,0.57,0.82,0.82,0.53,0.47,0.01,0.05,5,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,2,0,0,0,0,0,0.17,0.92,0.79,0.71,0.28,0.28,0.2,-1.8786,0.067,0.06,0.28,0.27,0.12,0.33,,JA
PSIC100810Loc_DoubleSound,1,609,-24,Single,Switch,0.3,0.56,0.45,0.55,0.45,0.68,0.83,0.82,0.56,0.44,0.01,0.16,11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,2,1,0,0,0,0,0.17,0.83,0.88,0.75,0.28,0.27,0.2,-1.6967,0.1897,0.66,0.3,0.3,0.11,0.3,,JA
PSIC111210Loc_DoubleSound,1,903,-6,Single,Switch,0.29,0.52,0.46,0.52,0.48,0.47,0.81,0.82,0.52,0.48,0.01,0.06,6,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,2,0,0,0,0,0,0.17,0.88,1,0.71,0.28,0.29,0.2,3.6668,0.2199,0.2,0.23,0.27,0.21,0.29,,JA
YKIC090911_1Loc_DoubleSound,1,500,24,Single,Switch,0.26,0.71,0.45,0.66,0.34,0.38,0.82,0.81,0.71,0.29,0.01,0.03,5,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,3,0,0,0,0,0.17,0.75,1,0.88,0.32,0.31,0.2,-1.9756,0.3308,0.43,0.26,0.25,0.24,0.26,,JA
PSIC102110Loc_DoubleSound,1,1100,-24,Average,Divide,0.99,0.89,0.55,0.2,0.8,0.52,0.82,0.82,0.11,0.89,0,0,7,0.07,0.07,0.08,0.09,0.11,0.13,0.12,0.1,0.09,0.07,0.06,0,0,0,0,2,5,0.08,1,1,0.92,0.46,0.42,0.1,35.2859,0.5098,0.06,0,0.99,0,0,,JA
YKIC120211Loc_DoubleSound,1,500,-6,Average,Divide,0.99,0.92,0.54,0.16,0.84,0.44,0.81,0.82,0.08,0.92,0,0,6,0.06,0.06,0.07,0.1,0.11,0.11,0.12,0.1,0.09,0.09,0.07,0,0,0,0,1,12,0.12,1,1,0.92,0.42,0.42,0.1,18.2359,0.5576,0.05,0,0.99,0,0.01,,JA
YKIC093011Loc_DoubleSound,1,1100,24,Average,Divide,0.96,0.9,0.55,0.18,0.82,0.48,0.82,0.82,0.1,0.9,0,0,6,0.06,0.07,0.07,0.08,0.09,0.12,0.14,0.12,0.1,0.08,0.07,0,0,0,0,2,6,0.12,1,1,1,0.44,0.47,0.1,20.0619,0.2192,0.57,0.01,0.96,0,0.02,,JA
PSIC091010Loc_DoubleSound,1,609,6,Average,Divide,0.91,0.6,0.48,0.42,0.58,0.34,0.81,0.83,0.4,0.6,0,0,24,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0,0,0,7,3,0,0.08,1,1,0.96,0.4,0.44,0.1,42.074,0.0296,0.19,0.05,0.91,0,0.03,,JA
YKIC092911_1Loc_DoubleSound,1,903,-24,Average,Divide,0.91,1,0.54,0.06,0.94,0.52,0.81,0.81,0,1,0,0,7,0.05,0.05,0.07,0.08,0.09,0.12,0.14,0.11,0.11,0.1,0.07,0,0,0,0,0,12,0.08,1,1,1,0.41,0.53,0.1,15.2078,0.3138,0.19,0.05,0.91,0,0.04,,JA
YKIC113011_1Loc_DoubleSound,1,500,6,Average,Divide,0.8,0.88,0.53,0.2,0.8,0.48,0.81,0.82,0.12,0.88,0.03,0,3,0.07,0.07,0.08,0.09,0.1,0.12,0.11,0.11,0.09,0.08,0.08,0,0,0,0,0,4,0.08,1,1,1,0.31,0.4,0.1,17.0959,0.1373,0.06,0.06,0.8,0,0.14,,JA
PSIC092910Loc_DoubleSound,1,903,-6,Average,Divide,0.73,0.58,0.46,0.45,0.55,0.48,0.83,0.82,0.42,0.58,0,0,11,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0,0,0,4,1,0,0.08,1,1,0.75,0.39,0.4,0.1,34.387,0.6569,0.53,0.16,0.73,0,0.11,,JA
PSIC102110Loc_DoubleSound,1,1100,-6,Average,Divide,0.73,0.96,0.46,0.13,0.87,0.51,0.81,0.82,0.04,0.96,0,0,9,0.06,0.07,0.07,0.08,0.08,0.09,0.1,0.11,0.11,0.12,0.1,0,0,0,0,0,8,0.08,1,1,1,0.44,0.43,0.1,17.9548,0.4664,0.15,0.11,0.73,0.03,0.13,,JA
YKIC093011Loc_DoubleSound,1,500,6,Average,Divide,0.73,0.91,0.46,0.16,0.84,0.48,0.82,0.8,0.09,0.91,0,0,5,0.14,0.12,0.11,0.11,0.1,0.09,0.08,0.08,0.06,0.06,0.06,0,0,0,0,1,7,0.12,1,1,1,0.36,0.42,0.1,9.0855,0.1687,0.01,0.13,0.73,0.01,0.14,,JA
YKIC102511_1Loc_DoubleSound,1,1100,-6,Average,Divide,0.67,0.92,0.52,0.16,0.84,0.48,0.81,0.81,0.08,0.92,0.01,0,3,0.08,0.08,0.09,0.11,0.11,0.11,0.1,0.09,0.08,0.07,0.07,0,0,0,0,0,4,0.08,1,1,1,0.34,0.41,0.1,19.7801,0.1293,0.33,0.15,0.67,0,0.19,,JA
YKIC110911_1Loc_DoubleSound,1,609,-6,Average,Divide,0.65,0.91,0.57,0.16,0.84,0.54,0.81,0.82,0.09,0.91,0,0,8,0.06,0.06,0.07,0.1,0.11,0.13,0.12,0.11,0.09,0.08,0.07,0,0,0,0,1,6,0.12,1,1,1,0.47,0.48,0.1,21.5913,0.039,0.06,0.1,0.65,0,0.25,,JA
YKIC101211Loc_DoubleSound,1,609,-6,Average,Divide,0.63,0.93,0.52,0.16,0.84,0.53,0.82,0.82,0.07,0.93,0.13,0,2,0.07,0.09,0.11,0.11,0.12,0.1,0.1,0.09,0.08,0.07,0.07,0,0,0,0,0,5,0.12,1,1,1,0.32,0.38,0.1,6.6607,0.4137,0.14,0.21,0.63,0.04,0.12,,JA
PSIC111810Loc_DoubleSound,1,1100,6,Average,Divide,0.61,0.57,0.48,0.44,0.56,0.6,0.81,0.8,0.43,0.57,0,0,10,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.1,0.09,0.08,0.08,1,0,0,1,1,0,0.08,1,1,0.92,0.34,0.32,0.1,31.1,0.0521,0.04,0.15,0.61,0.01,0.22,,JA
PSIC091510Loc_DoubleSound,1,1100,-6,Average,Divide,0.6,0.57,0.49,0.44,0.56,0.57,0.81,0.81,0.42,0.57,0,0.02,15,0.08,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.08,0,0,0,21,1,0,0.08,1,1,0.83,0.36,0.43,0.1,12.1826,0.5026,0.05,0.34,0.6,0.01,0.05,,JA
PSIC102110Loc_DoubleSound,1,609,6,Average,Divide,0.59,0.62,0.46,0.4,0.6,0.49,0.81,0.8,0.38,0.62,0,0.01,10,0.08,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,1,3,0,0.08,1,1,0.88,0.33,0.33,0.1,14.8278,0.0712,0.12,0.18,0.59,0.06,0.17,,JA
PSIC111810Loc_DoubleSound,1,1100,24,Average,Divide,0.59,0.7,0.5,0.34,0.66,0.45,0.84,0.8,0.3,0.7,0.01,0.01,5,0.09,0.09,0.1,0.11,0.1,0.1,0.1,0.09,0.08,0.08,0.07,0,0,0,0,7,0,0.12,1,1,0.96,0.4,0.35,0.1,8.6309,0.1168,0.07,0.17,0.59,0,0.23,,JA
YKIC100711Loc_DoubleSound,1,1100,-6,Average,Divide,0.58,0.97,0.5,0.11,0.89,0.45,0.81,0.82,0.03,0.97,0,0,7,0.06,0.06,0.07,0.07,0.08,0.1,0.12,0.13,0.12,0.11,0.09,0,0,0,0,0,10,0.12,1,1,1,0.48,0.49,0.1,25.4932,0.0614,0.32,0.18,0.58,0,0.24,,JA
PSIC100610Loc_DoubleSound,1,903,-24,Average,Divide,0.57,0.85,0.47,0.22,0.78,0.52,0.82,0.82,0.15,0.85,0,0,12,0.08,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.1,0,0,0,0,2,4,0.08,1,1,0.79,0.4,0.39,0.1,31.4196,0.3492,0.24,0.38,0.57,0.01,0.04,,JA
PSIC111710Loc_DoubleSound,1,609,-6,Average,Divide,0.56,0.79,0.48,0.29,0.71,0.56,0.81,0.81,0.21,0.79,0,0,24,0.07,0.08,0.08,0.08,0.1,0.1,0.1,0.1,0.11,0.09,0.09,0,0,0,0,6,0,0.12,1,1,0.88,0.37,0.36,0.1,29.2271,0.6183,0.44,0.14,0.56,0,0.3,,JA
YKIC100711Loc_DoubleSound,1,1100,-24,Average,Divide,0.55,0.99,0.38,0.09,0.91,0.51,0.81,0.82,0.01,0.99,0,0,18,0.04,0.05,0.05,0.05,0.06,0.07,0.09,0.11,0.14,0.17,0.17,0,0,0,0,0,14,0.08,1,1,1,0.52,0.49,0.1,26.2891,0.108,0.36,0.13,0.55,0,0.32,,JA
PSIC111210Loc_DoubleSound,1,903,24,Average,Divide,0.54,0.58,0.47,0.43,0.57,0.38,0.8,0.82,0.42,0.58,0,0,8,0.08,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0,0,0,5,2,0,0.12,1,1,1,0.37,0.36,0.1,10.3105,0.6821,0.57,0.22,0.54,0.05,0.19,,JA
PSIC091410Loc_DoubleSound,1,1100,-24,Average,Divide,0.53,0.71,0.47,0.33,0.67,0.47,0.79,0.82,0.29,0.71,0,0,22,0.08,0.08,0.08,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0,0,0,1,13,0,0.08,1,1,0.88,0.43,0.43,0.1,26.5305,0.6355,0.57,0.32,0.53,0.02,0.13,,JA
PSIC111210Loc_DoubleSound,1,609,6,Average,Divide,0.53,0.69,0.47,0.36,0.64,0.48,0.79,0.82,0.31,0.69,0,0,12,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.09,0,0,0,0,3,0,0.12,1,1,0.71,0.35,0.35,0.1,32.6712,0.7486,0.44,0.17,0.53,0.01,0.29,,JA
PSIC100810Loc_DoubleSound,1,903,-24,Average,Divide,0.47,0.56,0.48,0.44,0.56,0.63,0.82,0.81,0.44,0.56,0,0,11,0.09,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.08,0.08,0,0,0,6,2,0,0.08,1,1,0.79,0.35,0.35,0.1,12.8871,0.0085,0.66,0.16,0.47,0,0.37,,JA
